blockgroup_geoid,industry_id,number_of_jobs
530330303052,13,148
530330115001,13,56
530530731152,13,92
530330320071,13,222
530530734072,13,50
530330252011,13,80
530350905022,13,208
530610416051,13,95
530330225022,12,130
530330303103,12,84
530330218042,12,134
530530729083,12,3751
530610514023,12,96
530610416012,12,64
530330315022,13,75
530539400084,12,21
530330054013,12,33
530330036011,12,1
530330027004,13,59
530330252023,13,232
530330250013,12,17
530350917011,13,69
530610418124,12,3
530330207001,12,173
530330085001,12,5350
530610503004,13,57
530350805001,12,266
530330033023,13,183
530610523023,12,3
530330251033,13,74
530610404003,13,170
530530726022,12,16
530539400092,13,77
530330318002,13,93
530530726012,13,84
530530614002,12,968
530330209001,12,460
530330322214,13,91
530530707034,13,141
530330312024,13,66
530330307002,13,73
530610419042,12,43
530610528031,12,133
530330020002,13,54
530530714171,13,445
530330017024,12,1
530330235002,13,79
530350923001,12,2
530610533013,12,112
530330016002,13,150
530330300082,13,75
530330317071,12,13
530530731242,13,100
530330201003,12,7
530330261013,13,60
530530626001,12,1379
530330024001,13,114
530330254023,13,83
530530716042,13,154
530530635023,13,65
530350902011,12,2
530530719012,12,193
530530707034,12,31
530330321023,13,345
530530721084,12,1
530610419011,12,123
530330074051,12,3
530530603001,13,51
530610527073,12,28
530330227012,13,241
530610519281,12,12
530330057005,12,1
530530731172,12,26
530350928012,13,72
530330245002,12,12
530530723103,13,319
530330080031,13,5
530330268024,13,96
530330250052,12,16
530610521221,13,236
530539400043,12,31
530330250082,13,97
530330019001,13,73
530330095002,13,80
530610420061,13,331
530330297012,12,626
530330264001,12,1015
530330296041,12,39
530330112001,12,53
530330021001,12,14
530330232011,12,45
530330031003,12,5
530330294062,13,87
530530714131,13,85
530330217011,13,84
530610401002,12,345
530530733022,13,165
530530723051,13,58
530330218032,13,202
530330203022,13,87
530539400012,12,4
530330319092,12,43
530330303113,13,75
530350903002,13,75
530610521221,12,225
530530726013,12,9
530530723071,13,90
530330076002,13,71
530530723092,13,89
530330293081,12,170
530610407004,12,1067
530330028004,12,2
530530712065,12,29
530330305031,13,94
530330232022,12,104
530330219054,13,281
530330006022,12,131
530330308022,13,178
530330032011,12,260
530330253023,13,160
530530721072,13,61
530330240012,12,7
530530721093,13,115
530610538013,13,12
530610520044,12,35
530530729011,12,1148
530330100012,13,163
530330296024,13,235
530330312043,12,25
530330205004,12,79
530330021003,13,54
530330319062,13,94
530350802001,12,168
530530624001,13,65
530330033011,13,92
530330284033,13,290
530530703151,12,12
530330324024,12,7
530610519313,13,70
530330323201,13,173
530330217023,12,148
530610520102,12,37
530330323184,13,290
530330323192,12,58
530610524022,12,92
530530731144,12,20
530530718072,12,86
530330041013,12,10
530330290032,13,68
530530714132,13,154
530530731101,13,107
530330047011,12,3
530350905014,12,9
530330233003,12,15
530330220032,12,37
530530725081,13,369
530330230004,13,82
530610521122,13,66
530330243021,13,1
530350928011,12,35
530330098011,13,190
530350901022,12,83
530530702052,13,79
530330293072,13,212
530530714093,12,83
530350912052,13,69
530330032022,13,59
530330320101,13,169
530330094004,12,5
530610538034,12,35
530610512001,13,81
530330251011,13,181
530330285002,13,62
530610417011,12,12
530330071011,12,369
530330097021,13,109
530619400015,13,161
530530635012,12,13
530350901013,13,76
530350911003,12,67
530610410001,12,36
530610520092,13,85
530530703134,13,105
530530703131,13,87
530350928031,13,53
530330227031,13,71
530530731333,13,182
530330016003,12,15
530350908002,12,25
530350907001,12,7
530330303131,12,12
530330253022,12,4
530330067022,12,4
530530701001,12,4
530330072012,12,2
530330322202,13,100
530330002011,12,7
530350926002,12,29
530330306004,13,525
530350802002,12,110
530330289025,13,352
530350922003,12,20
530610538024,12,1
530330290011,13,87
530330301012,12,3
530530605002,12,61
530350905012,12,260
530330299023,13,97
530530719024,12,37
530530703073,13,85
530330285001,12,32
530330019004,13,543
530539400022,12,408
530610419062,12,6
530330298043,13,165
530610526052,13,14
530350929023,13,62
530330234011,13,64
530350904002,13,90
530330315021,12,19
530610528083,13,167
530530729092,13,101
530350807003,13,72
530330323113,13,98
530610408003,12,37
530610529032,12,653
530610419051,12,22
530610535093,12,78
530350909023,12,36
530330214002,13,68
530610519131,13,82
530330226034,12,20
530330272001,12,116
530610535091,12,143
530330008002,13,52
530330263001,12,38
530330303133,13,106
530530732005,13,23
530330049022,12,33
530530714092,13,92
530330002022,13,101
530330272002,13,241
530330323181,12,8
530610526073,13,82
530530734041,12,124
530610535064,12,31
530330308011,13,101
530330253023,12,56
530330111022,13,70
530530729011,13,56
530330274002,13,67
530530718071,12,132
530530731271,13,105
530330206003,13,106
530350926001,12,29
530330028001,12,13
530330111014,12,3
530330263001,13,43
530330221024,13,89
530330322215,12,40
530530715031,12,21
530330109002,12,366
530330271002,13,85
530530718051,13,87
530330295063,13,31
530539400122,13,97
530330088002,12,41
530330260013,13,146
530530703151,13,79
530330081022,13,36
530610413042,12,1136
530330007003,12,17
530330323201,12,38
530610515003,13,1244
530330066001,12,29
530350924001,12,57
530330275001,13,92
530330284024,13,61
530330319132,13,297
530330322201,12,80
530330053061,12,1
530610536041,13,159
530330081021,12,1981
530610508002,12,14
530610519171,13,77
530350907002,12,2
530350907004,12,1
530330328003,12,19
530610536042,12,11
530610402002,12,5
530530725082,12,21
530610420043,12,19
530330284031,13,85
530330293043,13,100
530610502001,12,67
530330239013,13,79
530610410003,12,17
530530726034,12,1
530330276003,12,1
530350919001,12,9
530330277011,12,28
530330322172,13,100
530530715061,12,6
530330220054,12,5
530610538022,13,111
530610517023,13,78
530530725071,12,8
530330073022,12,3
530610502003,13,92
530330218041,13,94
530330246021,13,138
530610535101,13,151
530610535111,13,95
530530712064,13,86
530330107011,12,99
530330327042,12,67
530530721091,12,40
530330323282,13,213
530530725073,12,159
530530726033,13,11
530330272002,12,871
530330283003,12,10
530330237021,12,424
530610521042,12,51
530330305011,13,39
530330302042,13,265
530610411003,13,81
530530723151,13,88
530330248002,12,11
530330324023,13,73
530350927041,12,4
530330320102,12,71
530330286004,13,81
530610514012,12,2
530530715041,13,69
530330294054,13,76
530330237012,13,78
530330236012,13,444
530350912011,12,81
530530626002,13,21
530350929023,12,17
530330017011,12,24
530530613003,13,69
530330287003,13,83
530330061002,12,56
530330323281,13,142
530330234032,13,85
530350812001,13,59
530330232021,12,42
530530716012,12,20
530350924003,12,4
530330256012,12,566
530610524013,13,191
530330107012,12,5
530330313022,12,8
530330312023,12,7
530330277012,12,47
530610537002,12,4
530530712093,13,105
530330323331,13,70
530530717052,13,63
530330250011,12,7
530330095004,13,171
530530606002,13,49
530330113001,12,28
530530721122,13,146
530330101021,12,24
530330275003,12,40
530330324011,12,24
530350911002,13,56
530530703082,13,72
530330118013,12,79
530330204012,12,11
530330210005,12,398
530530719011,13,59
530330316031,12,13
530330117002,13,97
530610527091,12,26
530350814001,12,13797
530330101013,12,58
530530703113,12,22
530610535113,12,18
530530713091,13,27
530330294031,13,97
530330236012,12,94
530530634011,12,21
530330292061,12,1116
530330241003,12,35
530610519282,13,156
530530724064,13,76
530330099003,13,85
530330295041,13,79
530610402001,12,3
530610535101,12,56
530530726031,12,3
530330097013,13,45
530330108001,13,494
530610505013,12,90
530330050002,13,111
530330257041,12,12
530610402004,12,34
530330026003,13,203
530610403002,12,19
530330299013,13,63
530330032023,13,38
530610521081,13,50
530330279022,12,94
530330292032,13,135
530530723113,13,83
530330058013,13,54
530530734073,12,163
530610419061,13,122
530330111011,13,70
530330045001,12,11
530330096004,12,11
530330316052,13,66
530330320053,13,93
530610521203,13,73
530610404002,13,92
530330057001,12,80
530330305043,13,83
530330309024,13,83
530530731202,12,23
530330314001,12,159
530330105012,13,71
530330099003,12,227
530350926003,12,8
530330220011,12,1
530350912011,13,392
530610528032,12,374
530610402005,12,203
530530731201,13,183
530330284024,12,3684
530330277013,12,31
530610521081,12,15
530530715041,12,63
530330234032,12,225
530530734073,13,379
530330245003,13,218
530610419061,12,69
530330103011,13,63
530330093003,13,894
530330107023,13,91
530530723143,13,87
530330004021,12,28
530610519381,12,113
530330119011,12,16
530350905023,13,229
530530704032,13,87
530610521201,12,10
530350927042,12,8
530330047033,12,139
530330316053,12,5
530330258043,13,235
530330312044,12,12
530330262003,13,80
530530723053,12,4
530530616011,12,1168
530330326043,12,403
530330088001,12,64
530330303042,13,108
530530734062,13,96
530610420011,12,26
530330107023,12,42
530530619002,12,692
530350909021,13,358
530530731322,12,27
530330326011,12,36
530330303141,12,467
530330207002,12,50
530610409001,13,62
530330253024,12,3
530610526072,12,1
530330319041,13,70
530330218022,13,225
530530721063,13,159
530330234031,13,117
530330219032,12,4788
530530720003,12,14
530350921011,13,78
530610416053,13,71
530610416071,12,14
530610511002,12,75
530330012013,13,32
530610529053,12,142
530330219041,13,63
530530713064,13,98
530530721061,13,47
530359400003,12,3
530610535103,12,310
530330234012,12,195
530530726022,13,72
530610413031,12,12
530610523012,12,3
530530625012,13,55
530530603003,12,15
530350916003,12,2
530530733011,13,77
530610521085,13,79
530530725041,12,524
530530713041,12,88
530330323161,13,68
530610408002,12,158
530330322241,12,67
530539400101,12,19
530330225023,13,68
530330116023,12,30
530330214001,12,116
530530734064,13,59
530330303082,13,66
530610536032,13,64
530330056004,12,9
530330327044,12,36
530330256024,13,88
530350921011,12,139
530530704041,12,66
530330227021,13,65
530330297022,12,131
530330327053,12,49
530330222051,12,4
530330004032,12,8
530330249011,12,11
530330316042,13,382
530610533011,12,129
530610522083,12,305
530610522081,13,160
530330204022,12,14
530530723054,12,10
530530725033,12,16
530330013003,12,396
530330241001,12,7
530330202003,13,87
530530721111,13,61
530539400091,12,6
530330249021,13,82
530330220012,13,2
530330108001,12,15
530610522034,12,45
530530616011,13,68
530530703135,13,71
530530617003,13,53
530530625021,13,89
530330326043,13,131
530330227023,13,58
530330250063,12,5
530330042023,12,16
530530729082,13,60
530330236013,12,11
530530609061,13,132
530330281001,12,23
530530724082,12,54
530350902024,12,8
530610513012,13,86
530530717071,12,74
530610524012,13,124
530610521043,13,57
530330006023,12,1964
530330246022,13,78
530330032013,12,16
530350801022,13,74
530330303103,13,87
530530732001,13,98
530330230003,13,314
530610538021,13,123
530330088003,12,14
530610538022,12,30
530330078001,13,64
530330299021,13,92
530530605002,13,52
530610418054,13,80
530530606004,13,79
530330321033,13,276
530530719012,13,274
530330006021,13,174
530350902021,12,3
530610535103,13,265
530530713044,12,113
530330295081,13,90
530330031002,13,70
530330226041,13,76
530539400053,13,65
530610420011,13,105
530330238051,12,58
530330327043,12,35
530330298062,13,180
530610407003,12,546
530330317101,12,92
530610519141,13,66
530530702092,13,83
530330294081,13,73
530350911001,12,1734
530610418081,12,478
530610418083,13,211
530530724081,13,167
530610526054,12,54
530610527092,13,167
530610418052,12,293
530350914002,12,6
530350901024,12,6
530530734044,13,63
530610525062,13,198
530350811001,12,4
530350803001,12,23
530330058014,12,23
530330322152,12,1
530330072021,13,39
530330318003,13,135
530530718072,13,46
530350901011,12,3
530610529053,13,91
530530714091,12,25
530330052022,12,20
530330222052,13,65
530610533013,13,226
530330206001,12,20
530530703164,13,77
530330071012,12,618
530530719023,12,25
530330237011,12,366
530330012013,12,116
530330209003,13,737
530330245001,13,205
530610508004,13,78
530359401004,13,70
530530730063,12,1
530610420061,12,79
530530732004,12,3
530530721062,12,17
530610526054,13,95
530330236011,12,28
530330324012,13,113
530530730015,12,27
530330318003,12,97
530330234012,13,1008
530610418152,12,10
530530731303,12,21
530330024002,12,54
530530712101,12,13
530330322214,12,13
530330106012,12,15
530330302014,12,14
530330221021,13,199
530330219033,13,77
530610504022,13,253
530530714082,13,230
530330234013,12,163
530330292033,13,13
530610524012,12,107
530330040001,12,837
530530721064,13,45
530330257023,13,83
530530704041,13,221
530350913013,13,60
530330247013,13,91
530610521072,13,72
530610536042,13,73
530330236041,12,11
530530721082,13,136
530350916001,12,18
530530609062,13,49
530359401002,12,1009
530330284031,12,11
530530714161,13,49
530530609031,13,52
530330232014,13,104
530330243012,12,77
530330303053,13,57
530330315023,12,8
530530703152,12,20
530530725031,12,8
530330271003,12,33
530330286003,12,29
530530718074,12,1079
530330218031,12,48
530330238061,12,53
530330299011,13,142
530530730011,12,3
530530715033,12,69
530330080043,12,392
530530607002,13,55
530330267004,13,96
530330327043,13,132
530330323231,13,67
530610524023,13,48
530610519222,12,20
530330238071,12,37
530330012023,12,21
530530623001,12,25
530330247033,13,197
530530609081,13,65
530330316014,12,38
530610416012,13,77
530530721061,12,18
530610418153,12,29
530330202004,13,142
530610413014,12,24
530330261023,12,11
530530724092,12,3
530330315013,12,7
530530716032,12,3
530530735021,13,46
530330228022,13,86
530330226042,13,204
530330010002,12,28
530330228053,12,28
530610418153,13,122
530330323132,12,136
530330222032,13,77
530330095004,12,12
530330004041,12,72
530330203021,12,60
530539400043,13,252
530610535112,13,172
530330049021,13,71
530330323203,13,72
530330223002,12,67
530530714121,13,1
530330317102,12,20
530610525024,12,3
530330324013,13,109
530330262001,13,664
530330303043,12,7
530330073032,12,64
530610536062,13,105
530530731232,13,228
530330001012,12,1
530530616021,13,763
530530714131,12,13
530610533011,13,429
530610418081,13,258
530330045002,13,63
530350922002,13,96
530330319113,13,71
530330323191,12,10
530610522102,13,34
530330323303,12,486
530530615011,12,20
530350922001,12,848
530330071012,13,37
530330290013,12,1
530330310003,13,60
530610416064,13,77
530530702073,13,264
530330070021,12,27
530330104021,13,122
530330209003,12,12
530530728023,13,77
530330095003,12,2
530330293061,13,79
530530715032,12,20
530330043021,12,12
530610522081,12,27
530610420031,13,70
530330299012,12,33
530350916001,13,76
530330049021,12,15
530330070012,12,2
530530702073,12,699
530530625021,12,2
530610532023,12,10
530530731171,13,168
530330218024,13,196
530530633012,12,125
530350901012,12,621
530330090001,13,80
530530729032,13,88
530330326051,12,9
530530629021,13,79
530530731211,13,176
530330323073,12,21
530610535053,12,2
530330322072,12,9
530530714032,12,75
530610513011,13,162
530330300063,12,43
530330320104,13,349
530330228043,12,32
530530733014,12,54
530530723112,12,63
530330298053,12,19
530610514022,12,231
530330312063,12,19
530330324013,12,58
530610417044,13,133
530330295051,13,76
530610420054,13,19
530330251041,12,10
530530723073,12,14
530330323313,12,245
530530603001,12,34
530610535102,12,51
530330322183,12,10
530610519134,12,33
530330288022,13,75
530330075021,12,39
530330261022,13,63
530330254011,12,35
530530713104,13,120
530530620003,12,4
530330079012,13,69
530330325004,12,3
530330323231,12,1
530330018001,13,161
530330205001,12,17
530350922001,13,30
530350928022,13,63
530530612004,12,1
530350915001,13,90
530350909021,12,112
530330213003,13,88
530330062002,12,13
530330098022,12,42
530330320034,12,5
530610518022,12,28
530350921012,12,40
530530735012,13,55
530610507005,13,102
530530609061,12,159
530530721053,13,37
530330115003,12,15
530330312042,12,11
530530731192,12,1
530330254011,13,387
530330287001,12,14
530610529033,12,35
530330025002,12,11
530610504021,12,15
530610522101,12,149
530610507001,13,192
530530626001,13,107
530530702053,13,283
530350923002,12,77
530530608001,12,2
530530713053,13,73
530530624002,12,11
530330320032,13,138
530530734064,12,49
530330068003,12,40
530330323254,13,74
530330091001,12,40
530330323232,13,229
530330282002,12,44
530610529033,13,175
530330287001,13,121
530530732003,12,73
530530616021,12,179
530330326051,13,81
530610529043,12,44
530610528101,13,48
530330312072,13,178
530530726023,12,24
530330093001,12,1056
530530632001,13,62
530330302014,13,87
530610526042,12,1
530530726014,12,2
530330072011,12,37
530610521052,12,4
530330078003,12,8
530610417014,12,4
530330322112,13,194
530530734045,12,7
530330322111,13,122
530530718033,13,76
530530731241,12,13
530330006012,13,52
