faz_id,sector_id,home_based_jobs
110,7,23
110,8,5
110,9,11
120,3,6
120,5,125
120,7,109
120,8,23
120,9,55
120,11,86
135,2,23
135,7,101
135,10,11
135,11,5
135,12,16
136,3,62
136,5,39
136,7,47
136,8,5
136,9,11
136,11,39
205,7,39
205,8,9
205,9,22
205,10,38
205,11,16
206,4,31
206,7,62
206,8,5
206,9,11
206,12,31
315,4,23
315,5,39
315,7,195
315,8,42
315,9,98
315,10,44
315,11,34
325,3,16
325,4,39
325,5,39
325,7,39
325,8,68
325,9,158
325,10,11
325,11,20
325,12,39
405,3,47
405,5,16
405,7,108
405,8,61
405,9,142
405,10,4
405,11,24
405,12,55
505,1,16
505,2,39
505,3,62
505,4,16
505,5,101
505,7,288
505,8,25
505,9,59
505,10,33
505,11,100
505,12,86
506,1,6
506,2,31
506,3,55
506,4,37
506,5,22
506,7,225
506,8,37
506,9,87
506,10,16
506,11,62
506,12,37
605,1,47
605,2,31
605,3,31
605,5,16
605,7,86
605,8,21
605,9,48
605,10,11
605,11,36
605,12,39
606,1,47
606,2,6
606,3,47
606,4,109
606,5,62
606,7,240
606,8,16
606,9,38
606,10,49
606,11,52
606,12,47
705,1,23
705,2,70
705,3,62
705,4,23
705,7,133
705,8,68
705,9,158
705,10,4
705,11,24
705,12,16
706,2,6
706,3,6
706,4,23
706,5,6
706,7,143
706,8,47
706,9,109
706,12,16
805,1,16
805,2,55
805,3,31
805,4,94
805,5,70
805,7,125
805,8,9
805,9,22
805,10,4
805,11,80
805,12,16
806,1,61
806,2,117
806,3,162
806,4,164
806,5,164
806,7,281
806,8,49
806,9,115
806,10,22
806,11,25
900,2,31
900,3,53
900,7,47
900,8,5
900,9,11
900,11,23
1000,1,12
1000,2,16
1000,3,31
1000,4,16
1000,5,16
1000,7,12
1000,8,7
1000,9,15
1000,10,48
1000,11,50
1000,12,16
1115,2,70
1115,3,23
1115,5,6
1115,7,86
1115,8,47
1115,9,109
1115,10,16
1115,11,19
1116,4,16
1116,7,226
1116,8,9
1116,9,22
1116,10,11
1116,11,83
1120,2,55
1120,3,55
1120,4,133
1120,5,148
1120,7,373
1120,8,47
1120,9,109
1120,10,16
1120,11,54
1120,12,186
1130,4,6
1130,7,61
1130,8,14
1130,9,32
1130,11,86
1200,2,76
1200,3,62
1200,4,94
1200,5,39
1200,7,193
1200,8,19
1200,9,44
1200,11,16
1310,2,140
1310,3,39
1310,4,16
1310,5,16
1310,7,148
1310,8,35
1310,9,82
1310,10,44
1310,11,70
1310,12,53
1320,3,23
1320,5,62
1320,7,187
1320,8,21
1320,9,49
1320,10,22
1320,11,9
1330,2,55
1330,4,12
1330,7,123
1330,8,39
1330,9,92
1330,10,4
1330,11,49
1330,12,6
1410,3,16
1410,4,47
1410,7,62
1410,8,7
1410,9,16
1410,11,16
1420,4,39
1420,5,16
1420,7,62
1420,8,9
1420,9,22
1505,2,55
1505,3,125
1505,4,45
1505,7,140
1505,8,21
1505,9,49
1505,11,6
1505,12,16
1506,2,23
1506,3,78
1506,4,203
1506,5,22
1506,7,320
1506,8,49
1506,9,115
1506,10,21
1506,11,71
1506,12,47
1605,2,78
1605,5,55
1605,7,117
1605,8,19
1605,9,44
1605,11,55
1605,12,16
1606,2,39
1606,4,6
1606,5,6
1606,7,61
1606,8,28
1606,9,64
1606,11,22
1710,3,23
1710,5,16
1710,7,23
1710,8,19
1710,9,44
1710,10,22
1710,11,9
1710,12,47
1720,2,16
1720,4,31
1720,5,23
1720,7,429
1720,8,49
1720,9,114
1720,10,16
1720,11,46
1720,12,16
1810,7,6
1820,3,23
1820,4,31
1820,5,62
1820,7,94
1820,10,27
1820,11,12
2000,3,37
2000,7,122
2000,8,5
2000,9,11
2000,11,6
2100,2,22
2100,3,69
2100,4,59
2100,5,92
2100,7,363
2100,8,22
2100,9,51
2100,10,34
2100,11,36
2100,12,6
2215,2,39
2215,3,140
2215,4,78
2215,5,47
2215,7,374
2215,8,35
2215,9,82
2215,10,11
2215,11,75
2215,12,55
2216,1,16
2216,2,70
2216,3,55
2216,4,117
2216,5,125
2216,7,335
2216,8,28
2216,9,65
2216,10,49
2216,11,224
2216,12,16
2225,1,23
2225,2,70
2225,3,94
2225,4,47
2225,5,101
2225,7,429
2225,8,12
2225,9,27
2225,10,16
2225,11,23
2910,3,16
2910,11,39
2925,1,31
2925,2,39
2925,3,39
2925,4,31
2925,5,47
2925,7,147
2925,8,26
2925,9,60
2925,10,4
2925,11,2
2926,1,39
2926,2,101
2926,3,94
2926,4,55
2926,5,94
2926,7,249
2926,8,63
2926,9,147
2926,10,11
2926,11,97
2926,12,23
2927,3,6
2927,5,6
2927,7,115
2927,8,5
2927,9,11
2927,10,11
2927,11,11
2927,12,6
2935,4,47
2935,5,6
2935,7,179
2935,8,166
2935,9,388
2936,4,39
2936,5,6
2936,7,55
2936,8,12
2936,9,27
2936,10,22
2936,11,16
2936,12,16
2940,1,16
2940,3,16
2940,4,16
2940,5,16
2940,7,203
2940,8,14
2940,9,33
2940,11,55
2940,12,16
3010,1,31
3010,2,125
3010,3,123
3010,4,39
3010,5,92
3010,7,366
3010,8,85
3010,9,199
3010,10,38
3010,11,48
3010,12,39
3020,2,62
3020,4,117
3020,5,70
3020,7,108
3020,8,58
3020,9,136
3020,10,16
3020,11,30
3020,12,47
3030,1,55
3030,2,94
3030,3,101
3030,4,55
3030,5,147
3030,7,340
3030,8,54
3030,9,126
3030,10,4
3030,11,64
3030,12,16
3045,2,39
3045,3,47
3045,4,39
3045,7,413
3045,8,26
3045,9,60
3045,10,11
3045,11,75
3045,12,109
3046,3,31
3046,5,92
3046,7,186
3046,8,51
3046,9,120
3046,10,4
3046,11,49
3110,3,6
3110,4,6
3110,7,23
3110,8,16
3110,9,38
3120,2,22
3120,3,23
3120,4,172
3120,5,39
3120,7,131
3120,8,19
3120,9,44
3120,11,37
3120,12,16
3130,3,70
3130,4,23
3130,7,156
3130,8,23
3130,9,55
3200,1,109
3200,2,140
3200,3,131
3200,4,39
3200,7,278
3200,8,30
3200,9,71
3200,10,16
3200,11,101
3200,12,55
3310,1,31
3310,2,6
3310,3,164
3310,4,62
3310,5,156
3310,7,468
3310,8,26
3310,9,60
3310,10,11
3310,11,5
3310,12,6
3320,1,31
3320,2,92
3320,3,154
3320,4,94
3320,5,70
3320,7,497
3320,8,33
3320,9,76
3320,10,11
3320,11,20
3330,1,16
3330,2,125
3330,3,101
3330,4,148
3330,5,70
3330,7,209
3330,8,12
3330,9,27
3330,10,4
3330,11,80
3413,2,23
3413,3,39
3413,4,62
3413,5,23
3413,7,94
3413,8,9
3413,9,22
3413,10,11
3413,11,20
3414,2,39
3414,3,76
3414,4,117
3414,5,47
3414,7,195
3414,8,68
3414,9,158
3414,10,22
3414,11,9
3415,2,23
3415,3,76
3415,4,45
3415,5,47
3415,7,335
3415,8,70
3415,9,163
3415,10,11
3415,11,59
3416,2,16
3416,3,133
3416,4,37
3416,5,55
3416,7,281
3416,8,47
3416,9,109
3416,10,49
3416,11,60
3416,12,16
3425,2,156
3425,3,218
3425,4,47
3425,5,47
3425,7,92
3425,8,30
3425,9,70
3425,11,62
3425,12,23
3426,2,94
3426,3,31
3426,4,22
3426,5,39
3426,7,249
3426,8,30
3426,9,71
3426,10,38
3426,11,23
3426,12,16
3427,1,23
3427,3,179
3427,4,86
3427,5,78
3427,7,444
3427,8,37
3427,9,87
3427,10,16
3427,11,46
3505,1,23
3505,2,23
3505,3,31
3505,4,16
3505,5,101
3505,7,265
3505,8,53
3505,9,124
3505,10,11
3505,11,28
3600,3,39
3600,4,117
3600,7,140
3600,8,12
3600,9,27
3600,11,16
3600,12,16
3705,2,47
3705,4,39
3705,5,62
3705,7,100
3705,8,65
3705,9,153
3705,11,22
3705,12,47
3706,2,39
3706,3,62
3706,4,23
3706,5,53
3706,7,172
3706,8,9
3706,9,22
3706,11,78
3706,12,16
3815,2,47
3815,3,23
3815,4,55
3815,5,16
3815,7,256
3815,8,33
3815,9,76
3815,10,11
3815,11,5
3815,12,16
3816,2,31
3816,3,39
3816,5,39
3816,7,137
3816,8,28
3816,9,65
3816,11,55
3816,12,23
3825,3,78
3825,4,23
3825,7,148
3825,8,26
3825,9,60
3825,10,16
3825,11,7
3825,12,16
3900,3,16
3900,4,16
3900,7,23
3900,11,6
3905,4,6
3905,5,16
3905,7,28
3905,8,5
3905,9,11
3905,10,11
3905,11,20
4005,2,39
4005,3,39
4005,5,16
4005,7,304
4005,8,42
4005,9,98
4005,11,109
4110,3,109
4110,4,16
4110,7,327
4110,8,21
4110,9,49
4110,11,94
4110,12,70
4120,2,6
4120,3,16
4120,4,86
4120,7,335
4120,8,19
4120,9,44
4120,11,101
4130,2,55
4130,3,70
4130,4,23
4130,7,133
4130,8,37
4130,9,87
4130,10,16
4130,11,7
4130,12,16
4210,2,23
4210,3,187
4210,4,16
4210,5,23
4210,7,332
4210,8,16
4210,9,38
4210,11,16
4225,1,70
4225,2,62
4225,3,39
4225,4,179
4225,5,47
4225,7,476
4225,8,9
4225,9,22
4225,11,23
4226,1,16
4226,3,164
4226,4,62
4226,7,421
4226,8,11
4226,9,26
4226,11,55
4230,2,16
4230,3,39
4230,4,70
4230,5,6
4230,7,140
4230,8,19
4230,9,44
4230,11,16
4300,1,6
4300,2,31
4300,3,23
4300,4,31
4300,5,16
4300,7,55
4300,10,44
4300,11,19
4400,1,39
4400,2,86
4400,3,109
4400,4,125
4400,5,131
4400,7,802
4400,8,35
4400,9,81
4400,10,71
4400,11,140
4400,12,70
4505,2,47
4505,3,78
4505,4,61
4505,5,62
4505,7,538
4505,8,73
4505,9,169
4505,12,62
4506,2,62
4506,3,178
4506,4,109
4506,5,23
4506,7,413
4506,8,16
4506,9,38
4605,3,117
4605,4,101
4605,5,70
4605,7,515
4605,8,35
4605,9,82
4605,10,11
4605,11,20
4605,12,23
4606,2,47
4606,3,148
4606,4,101
4606,5,70
4606,7,761
4606,8,84
4606,9,196
4606,10,44
4606,11,73
4607,3,140
4607,4,140
4607,5,211
4607,7,483
4607,8,40
4607,9,93
4607,10,22
4607,11,9
4706,2,31
4706,3,125
4706,4,16
4706,5,164
4706,7,460
4706,8,21
4706,9,49
4706,10,60
4706,11,26
4810,1,6
4810,2,6
4810,3,70
4810,4,37
4810,7,341
4810,8,14
4810,9,33
4810,10,21
4810,11,39
4820,2,47
4820,5,156
4820,7,242
4820,8,9
4820,9,22
4820,10,16
4820,11,77
4900,3,23
4900,7,148
4900,10,33
4900,11,30
5010,3,62
5010,4,117
5010,5,6
5010,7,281
5010,10,11
5010,11,27
5010,12,31
5020,3,101
5020,4,55
5020,5,86
5020,7,585
5020,8,84
5020,9,195
5020,10,27
5020,11,82
5020,12,16
5100,1,22
5100,3,22
5100,4,30
5100,5,61
5100,7,154
5100,8,14
5100,9,33
5100,10,26
5100,11,64
5205,1,6
5205,4,23
5205,7,312
5205,8,35
5205,9,82
5205,10,16
5205,11,7
5305,2,172
5305,3,109
5305,4,117
5305,5,215
5305,7,554
5305,8,14
5305,9,33
5305,10,93
5305,11,87
5305,12,62
5306,2,23
5306,3,70
5306,4,117
5306,5,86
5306,7,491
5306,8,25
5306,9,58
5306,11,16
5415,3,70
5415,4,22
5415,5,6
5415,7,234
5415,8,30
5415,9,71
5415,11,47
5425,3,172
5425,4,94
5425,5,55
5425,7,904
5425,8,42
5425,9,98
5425,11,55
5426,1,31
5426,2,47
5426,3,109
5426,4,39
5426,5,86
5426,7,1037
5426,8,5
5426,9,11
5426,10,87
5426,11,123
5426,12,23
5515,2,37
5515,3,164
5515,4,70
5515,5,78
5515,7,616
5515,8,58
5515,9,135
5515,10,33
5515,11,84
5515,12,16
5525,2,16
5525,3,39
5525,4,6
5525,5,47
5525,7,435
5525,8,16
5525,9,38
5525,10,16
5525,11,23
5525,12,16
5535,2,31
5535,3,78
5535,4,62
5535,5,39
5535,7,585
5535,8,37
5535,9,87
5535,10,131
5535,11,95
5535,12,31
5545,1,39
5545,2,16
5545,3,23
5545,4,92
5545,5,31
5545,7,443
5545,8,26
5545,9,60
5545,10,11
5545,11,20
5545,12,23
5546,1,31
5546,3,101
5546,4,62
5546,5,70
5546,7,647
5546,8,51
5546,9,120
5546,10,16
5546,11,7
5600,2,39
5600,3,125
5600,4,78
5600,5,62
5600,7,374
5600,8,16
5600,9,38
5600,10,16
5600,11,30
5715,2,70
5715,3,16
5715,4,101
5715,5,101
5715,7,561
5715,8,37
5715,9,87
5715,10,76
5715,11,48
5715,12,39
5716,3,6
5716,4,55
5716,5,6
5716,7,264
5716,8,40
5716,9,93
5716,10,27
5716,11,12
5716,12,6
5720,2,70
5720,3,164
5720,4,249
5720,5,70
5720,7,912
5720,8,47
5720,9,109
5720,10,164
5720,11,257
5720,12,23
5815,7,22
5815,8,11
5815,9,26
5815,11,16
5815,12,39
5825,3,6
5825,5,23
5825,7,16
5826,7,39
5826,8,30
5826,9,71
5915,3,16
5915,4,62
5915,7,172
5915,8,84
5915,9,196
5915,10,11
5915,11,5
5915,12,31
5916,2,39
5916,4,94
5916,7,348
5916,8,30
5916,9,71
5916,10,33
5916,11,53
5925,2,23
5925,3,62
5925,4,78
5925,5,39
5925,7,318
5925,8,61
5925,9,142
5925,10,142
5925,11,92
5925,12,23
6010,7,218
6010,8,40
6010,9,93
6010,10,65
6010,11,28
6010,12,47
6020,3,117
6020,4,78
6020,5,78
6020,7,366
6020,8,14
6020,9,33
6113,2,31
6113,3,47
6113,4,47
6113,5,172
6113,7,920
6113,8,56
6113,9,131
6113,10,82
6113,11,51
6113,12,125
6114,1,39
6114,2,154
6114,3,101
6114,4,16
6114,5,133
6114,7,725
6114,8,77
6114,9,180
6114,10,70
6114,11,233
6114,12,16
6115,1,23
6115,2,62
6115,3,140
6115,4,30
6115,5,125
6115,7,1045
6115,8,42
6115,9,98
6115,10,49
6115,11,91
6115,12,39
6123,2,47
6123,3,47
6123,4,39
6123,5,23
6123,7,569
6123,8,16
6123,9,38
6123,10,49
6123,11,21
6124,2,16
6124,3,164
6124,4,140
6124,5,70
6124,7,1246
6124,8,117
6124,9,273
6124,10,64
6124,11,98
6124,12,23
6125,2,47
6125,3,62
6125,4,31
6125,5,39
6125,7,226
6125,8,7
6125,9,16
6126,2,23
6126,3,133
6126,4,16
6126,5,39
6126,7,429
6126,8,23
6126,9,55
6126,10,16
6126,11,62
6213,2,39
6213,3,70
6213,4,37
6213,5,70
6213,7,624
6213,8,63
6213,9,147
6213,10,71
6213,11,69
6213,12,23
6214,5,31
6214,7,23
6214,8,30
6214,9,71
6214,10,11
6214,11,5
6215,3,47
6215,4,31
6215,5,45
6215,7,561
6215,8,42
6215,9,97
6215,10,41
6215,11,65
6216,3,39
6216,5,86
6216,7,671
6216,8,101
6216,9,235
6216,10,27
6216,11,74
6216,12,78
6223,2,98
6223,3,16
6223,4,70
6223,7,568
6223,8,75
6223,9,175
6223,10,21
6223,11,79
6223,12,23
6224,3,125
6224,4,23
6224,5,117
6224,7,733
6224,8,86
6224,9,201
6224,10,60
6224,11,143
6224,12,31
6225,4,62
6225,5,39
6225,7,193
6225,8,23
6225,9,55
6225,10,44
6225,11,81
6225,12,16
6226,2,23
6226,3,22
6226,4,115
6226,5,117
6226,7,954
6226,8,55
6226,9,129
6226,10,158
6226,11,174
6226,12,16
6316,1,23
6316,2,39
6316,3,156
6316,4,115
6316,5,179
6316,7,694
6316,8,37
6316,9,87
6316,10,213
6316,11,154
6325,2,86
6325,3,265
6325,4,117
6325,5,218
6325,7,889
6325,8,91
6325,9,213
6325,10,131
6325,11,56
6325,12,78
6326,3,70
6326,4,39
6326,5,55
6326,7,296
6326,8,35
6326,9,82
6326,10,16
6326,11,138
6326,12,23
6410,2,70
6410,3,109
6410,4,84
6410,5,257
6410,7,460
6410,8,112
6410,9,262
6410,10,33
6410,11,100
6410,12,16
6420,1,16
6420,3,101
6420,4,62
6420,5,70
6420,7,575
6420,8,138
6420,9,322
6420,10,114
6420,11,134
6420,12,31
6505,2,31
6505,3,62
6505,4,62
6505,5,23
6505,7,265
6505,8,16
6505,9,38
6505,10,44
6505,11,19
6506,1,31
6506,2,6
6506,3,23
6506,4,55
6506,5,23
6506,7,195
6506,8,19
6506,9,44
6506,11,39
6506,12,6
6605,1,6
6605,2,86
6605,3,125
6605,4,16
6605,5,47
6605,7,187
6605,8,33
6605,9,76
6605,10,22
6605,11,72
6606,1,6
6606,2,70
6606,3,6
6606,4,55
6606,5,6
6606,7,117
6606,8,5
6606,9,11
6606,10,4
6606,11,25
6900,2,16
6900,3,16
6900,7,55
6900,8,9
6900,9,22
6900,10,11
6900,11,20
6910,1,6
6910,3,6
6910,4,16
6910,5,16
6910,7,76
6910,11,16
6930,1,55
6930,2,31
6930,3,70
6930,4,37
6930,5,109
6930,7,569
6930,8,42
6930,9,98
6930,10,147
6930,11,203
7015,2,31
7015,3,108
7015,4,31
7015,5,53
7015,7,348
7015,8,40
7015,9,93
7015,11,70
7025,2,23
7025,4,39
7025,5,47
7025,7,312
7025,8,30
7025,9,71
7025,10,44
7025,11,136
7026,1,31
7026,2,39
7026,3,23
7026,5,55
7026,7,273
7026,8,33
7026,9,76
7026,10,27
7026,11,12
7026,12,23
7100,3,70
7100,5,16
7100,7,217
7100,8,9
7100,9,22
7100,11,16
7205,2,70
7205,3,23
7205,4,23
7205,5,31
7205,7,148
7205,8,37
7205,9,87
7205,10,16
7205,11,85
7206,3,6
7206,5,55
7206,7,172
7206,8,44
7206,9,104
7206,10,11
7206,11,20
7315,2,31
7315,4,55
7315,5,16
7315,7,226
7315,8,33
7315,9,76
7315,11,16
7316,1,16
7316,2,16
7316,3,31
7316,4,39
7316,5,70
7316,7,382
7316,8,14
7316,9,33
7316,10,11
7316,11,44
7320,2,55
7320,4,31
7320,5,140
7320,7,577
7320,8,35
7320,9,82
7320,10,33
7320,11,61
7335,2,16
7335,3,217
7335,4,131
7335,5,187
7335,7,476
7335,8,68
7335,9,158
7335,10,11
7335,11,36
7340,2,86
7340,3,62
7340,4,55
7340,5,16
7340,7,413
7340,8,51
7340,9,120
7340,10,11
7340,11,67
7340,12,16
7415,2,94
7415,3,39
7415,4,94
7415,5,101
7415,7,359
7415,8,9
7415,9,22
7415,11,23
7425,2,86
7425,3,234
7425,4,31
7425,5,101
7425,7,351
7425,8,16
7425,9,38
7425,10,11
7425,11,153
7425,12,23
7435,1,16
7435,2,45
7435,3,23
7435,4,16
7435,5,39
7435,7,178
7435,8,23
7435,9,55
7435,10,11
7435,11,75
7436,2,16
7436,3,16
7436,4,39
7436,7,125
7436,10,22
7436,11,33
7515,1,16
7515,3,37
7515,7,69
7515,11,39
7515,12,31
7525,2,16
7525,4,62
7525,7,341
7525,8,14
7525,9,33
7525,11,23
7526,2,23
7526,3,6
7526,4,94
7526,5,86
7526,7,117
7526,8,40
7526,9,93
7526,11,23
7526,12,16
7535,3,109
7535,4,23
7535,5,148
7535,7,101
7535,8,28
7535,9,65
7535,10,33
7535,11,100
7535,12,39
7537,2,16
7537,3,23
7537,4,53
7537,7,203
7537,8,26
7537,9,60
7537,11,22
7537,12,62
7605,1,23
7605,5,16
7605,10,11
7605,11,5
7605,12,16
7606,7,55
7606,8,7
7606,9,16
7700,4,6
7700,5,55
7700,7,94
7700,8,9
7700,9,22
7700,10,11
7700,11,28
7805,2,55
7805,3,47
7805,4,30
7805,7,382
7805,8,30
7805,9,71
7805,10,16
7805,11,7
7805,12,16
7806,5,31
7806,7,16
7806,8,5
7806,9,11
7806,12,47
7905,2,47
7905,3,31
7905,4,86
7905,5,70
7905,7,256
7905,8,26
7905,9,60
7905,10,11
7905,11,58
7905,12,23
8000,2,31
8000,3,55
8000,4,39
8000,5,16
8000,7,366
8000,8,14
8000,9,33
8000,10,33
8000,11,61
8115,4,164
8115,5,31
8115,7,125
8115,8,80
8115,9,186
8115,10,27
8115,11,121
8115,12,47
8125,2,125
8125,4,39
8125,5,101
8125,7,265
8125,8,47
8125,9,109
8125,10,11
8125,11,5
8125,12,30
8126,2,30
8126,3,39
8126,7,156
8126,8,12
8126,9,27
8126,11,6
8210,1,16
8210,3,39
8210,7,47
8210,8,19
8210,9,44
8210,11,16
8220,1,16
8220,2,6
8220,4,47
8220,5,31
8220,7,86
8220,8,35
8220,9,82
8220,10,16
8220,11,46
8220,12,31
8310,2,6
8310,4,16
8310,5,39
8310,7,94
8310,8,40
8310,9,93
8310,10,38
8310,11,297
8320,2,31
8320,3,16
8320,7,117
8320,8,9
8320,9,22
8405,1,47
8405,2,62
8405,3,179
8405,5,62
8405,7,242
8405,8,28
8405,9,65
8405,10,11
8405,11,20
8405,12,31
8406,2,31
8406,4,47
8500,2,45
8500,3,55
8500,4,55
8500,5,16
8500,7,78
8500,8,56
8500,9,131
8500,11,6
8600,1,23
8600,2,70
8600,3,55
8600,4,16
8600,5,55
8600,7,148
8600,8,19
8600,9,44
8600,10,22
8600,11,119
8905,2,78
8905,3,16
8905,4,94
8905,5,62
8905,7,179
8905,8,28
8905,9,65
8905,10,11
8905,11,59
8906,1,16
8906,2,31
8906,3,31
8906,5,47
8906,7,37
8906,8,9
8906,9,22
8906,10,11
8906,11,20
8906,12,16
8910,1,23
8910,2,70
8910,3,23
8910,4,16
8910,7,209
8910,8,5
8910,9,11
8910,10,4
8910,11,2
8925,1,16
8925,2,187
8925,3,16
8925,4,55
8925,7,218
8925,8,9
8925,9,22
8925,11,47
8926,1,39
8926,2,70
8926,3,62
8926,4,16
8926,5,31
8926,7,193
8926,8,23
8926,9,55
8926,10,44
8926,11,50
8927,1,70
8927,2,62
8927,3,70
8927,5,16
8927,7,86
8927,8,19
8927,9,44
8927,11,6
8935,2,70
8935,4,148
8935,5,55
8935,7,94
8935,8,7
8935,9,15
8935,11,23
8936,1,55
8936,2,94
8936,3,62
8936,4,16
8936,5,39
8936,7,148
8936,8,16
8936,9,38
8936,11,55
8937,2,30
8937,3,12
8937,4,50
8937,5,39
8937,7,81
8937,8,14
8937,9,33
8937,10,16
8937,11,29
8937,12,6
9002,2,117
9002,3,86
9002,4,47
9002,5,39
9002,7,156
9002,8,30
9002,9,71
9002,10,11
9002,11,75
9004,1,55
9004,2,31
9004,3,101
9004,4,39
9004,7,187
9004,8,35
9004,9,82
9004,10,38
9004,11,63
9004,12,31
9005,2,16
9005,5,16
9005,7,16
9005,8,9
9005,9,22
9005,12,23
9006,2,47
9006,3,62
9006,4,6
9006,5,16
9006,7,131
9006,8,30
9006,9,71
9006,12,156
9009,3,31
9009,5,16
9009,7,16
9009,8,7
9009,9,16
9009,11,55
9011,5,53
9011,7,257
9011,8,16
9011,9,37
9011,11,62
9011,12,23
9015,2,78
9015,3,23
9015,5,55
9015,7,320
9015,8,19
9015,9,44
9015,10,27
9015,11,66
9016,2,39
9016,3,39
9016,4,16
9016,5,6
9016,7,217
9016,8,23
9016,9,55
9016,10,16
9016,11,19
9017,5,16
9017,7,39
9018,2,109
9018,4,23
9018,5,16
9018,7,133
9018,8,12
9018,9,27
9018,11,6
9019,1,30
9019,2,16
9019,3,164
9019,4,6
9019,5,39
9019,7,279
9019,8,30
9019,9,71
9019,10,27
9019,11,74
9020,2,39
9020,3,94
9020,4,86
9020,5,125
9020,7,215
9020,8,37
9020,9,86
9020,10,86
9020,11,115
9020,12,6
9900,7,109
9900,8,5
9900,9,11
9900,10,33
9900,11,14
9901,5,16
9901,7,125
9901,11,23
9902,2,39
9902,4,23
9902,5,31
9902,7,154
9902,8,33
9902,9,76
9902,10,33
9902,11,37
9904,2,53
9904,4,16
9904,5,31
9904,7,203
9904,8,19
9904,9,44
9904,10,11
9904,11,20
9908,8,5
9908,9,11
9909,1,31
9909,2,16
9909,3,16
9909,5,16
9909,7,117
9909,8,16
9909,9,38
9909,11,16
9909,12,55
9913,2,23
9913,3,39
9913,5,39
9913,7,203
9913,8,21
9913,9,49
9913,10,33
9913,11,61
9914,2,148
9914,3,101
9914,4,109
9914,5,47
9914,7,616
9914,8,37
9914,9,87
9914,10,71
9914,11,101
9914,12,6
9915,3,39
9915,5,23
9915,7,218
9915,8,9
9915,9,22
9915,11,70
9916,2,62
9916,3,6
9916,4,47
9916,5,23
9916,7,218
9916,8,21
9916,9,49
9916,11,39
